Brand,Product Name,Price,Rating,Reviews,Image URL,Product Link
SNITCH,Men Backpack with Adjustable Straps,"₹2,537",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251111/ooS1/6912c227a470c5082f850f34/snitch_black_men_backpack_with_adjustable_straps.jpg,https://www.ajio.com/snitch-men-backpack-with-adjustable-straps/p/700775887_black?
Wiki,Men Casual Back Pack,"₹1,499",4.5,2,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286068_brown?
Wildcraft,Men Backpack with Multiple Compartments,"₹3,080",2.5,4,,https://www.ajio.com/wildcraft-men-backpack-with-multiple-compartments/p/701286986_white?
WALRUS,Men Leather Back Pack,"₹1,094",,,,https://www.ajio.com/walrus-men-leather-back-pack/p/700854664_grey?
Lino Perros,Men Harvard Sky Everyday Backpack,"₹2,198",,,,https://www.ajio.com/lino-perros-men-harvard-sky-everyday-backpack/p/469768453_olive?
OZUKO,9479 Backpack with Zip Closure,"₹6,250",,,,https://www.ajio.com/ozuko-9479-backpack-with-zip-closure/p/469481327_grey?
Lunar's,Monica Floral Print Backpack,₹599,3.6,17,,https://www.ajio.com/lunar-s-monica-floral-print-backpack/p/469183504_blue?
Wiki,Men Casual Back Pack,"₹2,099",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286104_multi?
ASTELLER,Men Printed Everyday Back Pack,₹766,,,,https://www.ajio.com/asteller-men-printed-everyday-back-pack/p/701746224_multi?
Columbia,Unisex Helvetia II 14L Backpack,"₹5,499",,,,https://www.ajio.com/columbia-unisex-helvetia-ii-14l-backpack/p/701361809_brown?
EUME,Men Self-design Laptop Backpack,"₹3,999",,,,https://www.ajio.com/eume-men-self-design-laptop-backpack/p/701388764_black?
SPYKAR,Men Regular Fit Back Pack,₹950,3,2,,https://www.ajio.com/spykar-men-regular-fit-back-pack/p/701058769_black?
EUME,Men Self-design Laptop Backpack,"₹3,999",,,,https://www.ajio.com/eume-men-self-design-laptop-backpack/p/701423913_grey?
GUESS,Torino Compact Solid Backpack,"₹7,986",,,,https://www.ajio.com/guess-torino-compact-solid-backpack/p/701172379_black?
RED TAPE,Men Logo Print Laptop Backpack,"₹1,200",2.4,7,,https://www.ajio.com/red-tape-men-logo-print-laptop-backpack/p/701505871_black?
RED TAPE,Men Logo Print Laptop Backpack,"₹1,650",,,,https://www.ajio.com/red-tape-men-logo-print-laptop-backpack/p/701506031_navy?
RED TAPE,Men Logo Print Laptop Backpack,"₹1,200",,,,https://www.ajio.com/red-tape-men-logo-print-laptop-backpack/p/701506000_black?
Wildcraft,Men Backpack with Multiple Compartments,"₹3,366",4,4,,https://www.ajio.com/wildcraft-men-backpack-with-multiple-compartments/p/701286988_brown?
Wildcraft,Men Backpack with Multiple Compartments,"₹2,706",4.4,17,,https://www.ajio.com/wildcraft-men-backpack-with-multiple-compartments/p/701286992_brown?
Wiki,Men Everyday Printed Back Pack,"₹1,199",,,,https://www.ajio.com/wiki-men-everyday-printed-back-pack/p/701286093_blue?
Wildcraft,Unisex Backpack with Multiple Compartments,"₹4,636",5,3,,https://www.ajio.com/wildcraft-unisex-backpack-with-multiple-compartments/p/701289007_navy?
Wiki,Men Casual Back Pack,"₹2,099",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286104_black?
Wiki,Men Back Pack,₹885,3.4,5,,https://www.ajio.com/wiki-men-back-pack/p/701316307_turquoise?
Nasher Miles,Staten Laptop Backpack with USB Charging - 22 L,"₹1,999",,,,https://www.ajio.com/nasher-miles-staten-laptop-backpack-with-usb-charging--22-l/p/701337732_olive?
Wiki,Men Casual Back Pack,"₹1,999",4,3,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286336_black?
GUESS,Textured Back Pack,"₹7,372",,,,https://www.ajio.com/guess-textured-back-pack/p/701865249_brown?
VIP,Unisex Urban Laptop Backpack with USB Port for Office Use - 20L,"₹7,500",4.8,4,,https://www.ajio.com/vip-unisex-urban-laptop-backpack-with-usb-port-for-office-use--20l/p/701873962_grey?
KENNETH COLE,Versatile Back Pack With Laptop Compartment,"₹2,499",,,,https://www.ajio.com/kenneth-cole-versatile-back-pack-with-laptop-compartment/p/701581118_navy?
Nasher Miles,Engineering Laptop Backpack with Raincover 36 L,"₹1,299",,,,https://www.ajio.com/nasher-miles-engineering-laptop-backpack-with-raincover-36-l/p/701522095_grey?
Wildcraft,Men Everyday Back Pack,"₹1,831",3.5,2,,https://www.ajio.com/wildcraft-men-everyday-back-pack/p/701324141_multi?
DIESEL,Washed Denim 1Dr-Camera Bag,"₹50,000",,,,https://www.ajio.com/diesel-washed-denim-1dr-camera-bag/p/410570042_t8013?
SUPERDRY,Spector Laptop Backpack,"₹5,999",,,,https://www.ajio.com/superdry-spector-laptop-backpack/p/410436120_11s?
MUJI,2-Way Backpack,"₹2,993",5,3,,https://www.ajio.com/muji-2-way-backpack/p/410409541_black?
Skybags,Men Strider NXT Laptop Backtop,"₹3,292",,,,https://www.ajio.com/skybags-men-strider-nxt-laptop-backtop/p/4926499700_multi?
Reebok,Typographic Print Duffle Bag with Adjustable Strap,₹900,2.5,2,,https://www.ajio.com/reebok-typographic-print-duffle-bag-with-adjustable-strap/p/467059428_green?
UNITED COLORS OF BENETTON,Men Printed Backpack with Adjustable Strap,"₹1,754",4.2,6,,https://www.ajio.com/united-colors-of-benetton-men-printed-backpack-with-adjustable-strap/p/467045752_green?
OZUKO,9409 Travel Backpack with Adjustable Straps,"₹8,550",3.8,5,,https://www.ajio.com/ozuko-9409-travel-backpack-with-adjustable-straps/p/469396705_black?
Puma,Brand Print Backpack with Drawstring Closure,₹614,3.9,107,,https://www.ajio.com/puma-brand-print-backpack-with-drawstring-closure/p/469117246_blue?
OZUKO,9386 Waterproof Hiking Backpack,"₹12,250",,,,https://www.ajio.com/ozuko-9386-waterproof-hiking-backpack/p/469396691_silver?
WALRUS,Men Everyday Padded Backpack,"₹1,094",1.7,3,,https://www.ajio.com/walrus-men-everyday-padded-backpack/p/700218005_blue?
CAT,Men Travel Backpack with Adjustable Straps,"₹2,800",2.5,2,,https://www.ajio.com/cat-men-travel-backpack-with-adjustable-straps/p/466642164_grey?
UNITED COLORS OF BENETTON,Men Backpack with Laptop Compartment,"₹2,699",4.5,2,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231220/WrmY/658219b4ddf7791519db6a74/united_colors_of_benetton_navy_blue_men_backpack_with_laptop_compartment.jpg,https://www.ajio.com/united-colors-of-benetton-men-backpack-with-laptop-compartment/p/466899808_navy?
Pazzo,Floral Print Backpack with Adjustable Strap,₹860,,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241002/M1pc/66fd7364f9b8ef490b8db8c9/pazzo_olive_floral_print_backpack_with_adjustable_strap.jpg,https://www.ajio.com/pazzo-floral-print-backpack-with-adjustable-strap/p/466884862_olive?
French Accent,Men Quilted Laptop Back Pack with Zip-Closure,"₹3,489",,,,https://www.ajio.com/french-accent-men-quilted-laptop-back-pack-with-zip-closure/p/700353297_black?
ZIPLINE,Printed Backpack with Adjustable Straps,"₹1,185",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240102/zwPR/6593ed25afa4cf41f5fc10e7/zipline_green_printed_backpack_with_adjustable_straps.jpg,https://www.ajio.com/zipline-printed-backpack-with-adjustable-straps/p/466937168_green?
ZIPLINE,Men Typographic Print Backpack with Side Mesh Pockets,₹950,3,3,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231228/5lWH/658da361afa4cf41f5f40a4e/zipline_black_men_typographic_print_backpack_with_side_mesh_pockets.jpg,https://www.ajio.com/zipline-men-typographic-print-backpack-with-side-mesh-pockets/p/466925814_black?
VENEER,Men Back Pack with Adjustable Strap,"₹1,350",4.3,4,,https://www.ajio.com/veneer-men-back-pack-with-adjustable-strap/p/466951281_navy?
TOMMY HILFIGER,Laptop Backpack with Zip Closure,"₹3,253",,,,https://www.ajio.com/tommy-hilfiger-laptop-backpack-with-zip-closure/p/467063970_burgundy?
French Accent,Men Laptop Back Pack with Zip-Closure,"₹3,949",3.1,7,,https://www.ajio.com/french-accent-men-laptop-back-pack-with-zip-closure/p/700353213_black?
SPYKAR,Men Laptop Bag with Adjustable Shoulder Strap,"₹1,700",,,,https://www.ajio.com/spykar-men-laptop-bag-with-adjustable-shoulder-strap/p/700240735_green?
F-GEAR,Men Brand Print Laptop Backpack,"₹2,495",5,2,,https://www.ajio.com/f-gear-men-brand-print-laptop-backpack/p/469736511_navyblue?
F-GEAR,Unisex Backpack with Adjustable Straps,"₹2,580",3.9,8,,https://www.ajio.com/f-gear-unisex-backpack-with-adjustable-straps/p/469676378_khaki?
F-GEAR,Men Burner Wild Stone Camouflage Print Backpack,₹905,,,,https://www.ajio.com/f-gear-men-burner-wild-stone-camouflage-print-backpack/p/469749170_stone?
F-GEAR,Men Prowler Spruce Printed Backpack,"₹1,998",4.3,3,,https://www.ajio.com/f-gear-men-prowler-spruce-printed-backpack/p/469736500_green?
Lino Perros,Men Colourblock Backpack,"₹2,239",5,3,,https://www.ajio.com/lino-perros-men-colourblock-backpack/p/469751365_olive?
NIKE,Heritage Brand Print Backpack,"₹2,495",,,,https://www.ajio.com/nike-heritage-brand-print-backpack/p/469816630_orange?
FUR JADEN,Backpack with Adjustable Shoulder Strap,"₹3,499",3.7,3,,https://www.ajio.com/fur-jaden-backpack-with-adjustable-shoulder-strap/p/466257372_green?
OZUKO,8020 Brand Print Backpack,"₹6,400",4.5,2,,https://www.ajio.com/ozuko-8020-brand-print-backpack/p/469396681_blue?
OZUKO,9488 Camouflage Print Backpack,"₹6,950",5,2,,https://www.ajio.com/ozuko-9488-camouflage-print-backpack/p/469481326_camo?
Puma,Cairo Backpack with Adjustable Straps,"₹1,550",,,,https://www.ajio.com/puma-cairo-backpack-with-adjustable-straps/p/469767594_blue?
F-GEAR,Men Cedar Canvas Backpack,"₹1,258",,,,https://www.ajio.com/f-gear-men-cedar-canvas-backpack/p/469808671_navy?
F-GEAR,Men Itachi Backpack with Adjustable Straps,₹679,3.6,5,,https://www.ajio.com/f-gear-men-itachi-backpack-with-adjustable-straps/p/469736531_navyblue?
F-GEAR,Men Brand Print Laptop Backpack,"₹1,190",4.7,3,,https://www.ajio.com/f-gear-men-brand-print-laptop-backpack/p/469736513_maroon?
Lino Perros,"Men Harvard Core 15"" Laptop Backpack","₹1,698",3.7,3,,https://www.ajio.com/lino-perros-men-harvard-core-15-laptop-backpack/p/469791777_grey?
FUR JADEN,Men Laptop Backpack with Adjustable Straps,"₹2,199",4.5,4,,https://www.ajio.com/fur-jaden-men-laptop-backpack-with-adjustable-straps/p/702628316_navy?
FUR JADEN,"Men 15.6"" Laptop Colourblock Backpack with Adjustable Strap","₹2,199",,,,https://www.ajio.com/fur-jaden-men-15-6-laptop-colourblock-backpack-with-adjustable-strap-/p/702658003_green?
FUR JADEN,Unisex Water-Resistant Laptop Bag with Zip Closure,"₹2,199",,,,https://www.ajio.com/fur-jaden-unisex-water-resistant-laptop-bag-with-zip-closure/p/702656112_green?
TOMMY HILFIGER,Unisex Printed Backpack,"₹2,259",,,,https://www.ajio.com/tommy-hilfiger-unisex-printed-backpack/p/702598947_navy?
FUR JADEN,Men Smart Tech 15.6 Inch Structured Laptop Bag with Dual USB Charging Port,"₹1,299",5,2,,https://www.ajio.com/fur-jaden-men-smart-tech-15-6-inch-structured-laptop-bag-with-dual-usb-charging-port/p/702606669_brown?
GAUGE MACHINE,Unisex 16 inch Genuine Leather Laptop Bag with Adjustable Strap,"₹5,000",,,,https://www.ajio.com/gauge-machine-unisex-16-inch-genuine-leather-laptop-bag-with-adjustable-strap/p/702579144_brown?
BEWAKOOF,Marvel - Men Graphic Print Backpack,₹449,,,,https://www.ajio.com/bewakoof-marvel--men-graphic-print-backpack/p/702553494_blue?
F-GEAR,Men Laptop Backpack with Adjustable Strap,"₹3,980",,,,https://www.ajio.com/f-gear-men-laptop-backpack-with-adjustable-strap/p/702526929_black?
Decathlon,Simond - Women Water Repellent Hiking Duffle Carry Bag 30-40L,"₹4,749",,,,https://www.ajio.com/decathlon-simond--women-water-repellent-hiking-duffle-carry-bag-30-40l/p/702478312_green?
TOMMY HILFIGER,Dual Compartments Everyday Back Pack,"₹2,404",4,9,,https://www.ajio.com/tommy-hilfiger--dual-compartments-everyday-back-pack/p/701358608_black?
Aeropostale,Men Typographic Print Laptop Backpack with Adjustable Shoulder Straps,"₹1,499",4.6,12,,https://www.ajio.com/aeropostale-men-typographic-print-laptop-backpack-with-adjustable-shoulder-straps/p/702263356_black?
POLICE,Men Logo Embossed Travel Backpack,"₹3,431",,,,https://www.ajio.com/police-men-logo-embossed-travel-backpack/p/702293995_olive?
Decathlon,Kipsta - Unisex Multiple Compartments Office Backpack 24L,₹999,4,2,,https://www.ajio.com/decathlon-kipsta--unisex-multiple-compartments-office-backpack-24l/p/702221469_yellow?
Decathlon,Kipsta - Unisex Carrying Comfort football Backpack 25L,"₹1,999",,,,https://www.ajio.com/decathlon-kipsta--unisex-carrying-comfort-football-backpack-25l/p/702221407_blue?
GAUGE MACHINE,Men Leather Travel Back Pack,"₹3,500",,,,https://www.ajio.com/gauge-machine-men-leather-travel-back-pack/p/702210270_navy?
Decathlon,Kipsta - Unisex Academic Multiple Compartments Backpack 25L,"₹1,999",,,,https://www.ajio.com/decathlon-kipsta--unisex-academic-multiple-compartments-backpack-25l/p/702221417_red?
KENNETH COLE,Men Laptop Back Pack,"₹2,999",,,,https://www.ajio.com/kenneth-cole-men-laptop-back-pack/p/701576451_navy?
Nasher Miles,Tetris Laptop Backpack with Raincover 36 L,"₹1,299",,,,https://www.ajio.com/nasher-miles-tetris-laptop-backpack-with-raincover-36-l/p/701522110_cream?
MOVE-MEANT,Men Back Pack with Zip Closure,"₹2,400",,,,https://www.ajio.com/move-meant-men-back-pack-with-zip-closure/p/701568114_green?
KENNETH COLE,Men Laptop Back Pack,"₹2,999",,,,https://www.ajio.com/kenneth-cole-men-laptop-back-pack/p/701576449_navy?
MOKOBARA,Water-Resistant Material Everyday Back Pack,"₹4,299",4.5,17,,https://www.ajio.com/mokobara-water-resistant-material-everyday-back-pack/p/702117801_brown?
ASICS,Men Daypack 25L Bag,"₹1,920",,,,https://www.ajio.com/asics-men-daypack-25l-bag/p/702106006_black?
TOMMY HILFIGER,Laptop Dedicated I-Pad Sleeve Back Pack,"₹1,929",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250916/oLCu/68c949fd8bfb9009ac0bbccd/tommy_hilfiger_burgundy_laptop_dedicated_i-pad_sleeve_back_pack.jpg,https://www.ajio.com/tommy-hilfiger-laptop-dedicated-i-pad-sleeve-back-pack/p/702264570_burgundy?
Reebok Classic,Backpack with Click-Clasps,"₹2,519",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20210310/ZJb8/6048e1c3f997dd5c400b505b/reebok_classic_white_backpack_with_click-clasps.jpg,https://www.ajio.com/reebok-classic-backpack-with-click-clasps/p/460847920_yellow?
AMERICAN TOURISTER,Men Mate 3.0 Backpack,"₹2,080",,,,https://www.ajio.com/american-tourister-men-mate-3-0-backpack/p/442171755_blue?
Wildcraft,Unisex Printed Backpack with Adjustable Straps,"₹2,595",4,15,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250303/zlle/67c594dd59f835398013bdb5/wildcraft_black_unisex_printed_backpack_with_adjustable_straps.jpg,https://www.ajio.com/wildcraft-unisex-printed-backpack-with-adjustable-straps/p/442171991_black?
Royal Enfield,Men Everyday Backpack with Buckle Closure,"₹1,500",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250807/f0BR/689494de8bfb9009ac6c0fea/royal_enfield_green_men_everyday_backpack_with_buckle_closure.jpg,https://www.ajio.com/royal-enfield-men-everyday-backpack-with-buckle-closure/p/702085856_green?
TOMMY HILFIGER,Men Striped Laptop Backpack,"₹12,044",,,,https://www.ajio.com/tommy-hilfiger-men-striped-laptop-backpack/p/701948239_black?
Wildcraft,Men Backpack with Adjustable Straps,"₹1,102",,,,https://www.ajio.com/wildcraft-men-backpack-with-adjustable-straps/p/701984882_blue?
TEAKWOOD LEATHERS,Men Everyday Backpack with Adjustable Straps,₹900,3,2,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack-with-adjustable-straps-/p/701945610_navy?
Reebok,Men Everyday Back Pack,"₹1,539",,,,https://www.ajio.com/reebok-men-everyday-back-pack/p/702060520_grey?
Wiki,Men Typographic Print Backpack with Adjustable Shoulder Straps,"₹1,525",,,,https://www.ajio.com/wiki-men-typographic-print-backpack-with-adjustable-shoulder-straps/p/701994882_black?
TEAKWOOD LEATHERS,Men Everyday Zip Closure Back Pack,₹850,2,2,,https://www.ajio.com/teakwood-leathers-men-everyday-zip-closure-back-pack/p/701953605_navy?
Puma,Logo Printed Colour-Block Back Pack,"₹5,040",,,,https://www.ajio.com/puma-logo-printed-colour-block-back-pack/p/701965412_grey?
VIP,Unisex Legacy Laptop Backpack with USB Port for Office Use - 30L+5L Expandable,"₹8,750",3,2,,https://www.ajio.com/vip-unisex-legacy-laptop-backpack-with-usb-port-for-office-use--30l-5l-expandable/p/701880255_navy?
Puma,Everyday Logo Printe Backpack,"₹3,299",,,,https://www.ajio.com/puma-everyday-logo-printe-backpack/p/703034396_grey?
The Souled Store,Fantastic 4 Baxter Suit|Marvel™ - Men Water-Resistant Travel Backpack,"₹2,599",,,,https://www.ajio.com/the-souled-store-fantastic-4-baxter-suit-marvel--men-water-resistant-travel-backpack/p/703061046_blue?
UNITED COLORS OF BENETTON,Unisex Printed Backpack,"₹2,249",5,2,,https://www.ajio.com/united-colors-of-benetton-unisex-printed-backpack/p/703001057_beige?
The Souled Store,TSS Originals Nebula|The Souled Store - Men Water-Resistant Travel Backpack,"₹5,999",,,,https://www.ajio.com/the-souled-store-tss-originals-nebula-the-souled-store--men-water-resistant-travel-backpack/p/703061349_black?
The Souled Store,TSS Originals Emotional Baggage|The Souled Store - Men Graphic Print Backpack with Adjustable Strap,"₹2,012",,,,https://www.ajio.com/the-souled-store-tss-originals-emotional-baggage-the-souled-store--men-graphic-print-backpack-with-adjustable-strap/p/703082825_beige?
Columbia,Unisex Omni-Shield Wildwood Heights 45L+5L Backpack,"₹13,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-wildwood-heights-45l-5l-backpack/p/702754332_black?
CONVERSE,Unisex Zip Pockets Backpack,"₹2,999",,,,https://www.ajio.com/converse-unisex-zip-pockets-backpack/p/702790172_navy?
SASA,Camouflage Print Backpacks with Adjustable Shoulder Straps,"₹4,491",,,,https://www.ajio.com/sasa-camouflage-print-backpacks-with-adjustable-shoulder-straps/p/702779964_green?
ALDO,Men Backpack with Adjustable Straps,"₹10,499",,,,https://www.ajio.com/aldo-men-backpack-with-adjustable-straps/p/702977091_brown?
UNITED COLORS OF BENETTON,Men Typographic Print Everyday Backpack,"₹2,339",,,,https://www.ajio.com/united-colors-of-benetton-men-typographic-print-everyday-backpack/p/702940864_beige?
UNITED COLORS OF BENETTON,Unisex Striped Backpack with Adjustable Straps,"₹2,249",,,,https://www.ajio.com/united-colors-of-benetton-unisex-striped-backpack-with-adjustable-straps/p/702940882_red?
TOMMY HILFIGER,Solid Black PU Backpack,"₹5,504",,,,https://www.ajio.com/tommy-hilfiger-solid-black-pu-backpack/p/702937756_black?
Columbia,Unisex Omni-Shield Wildwood Heights 45L+5L Backpack,"₹13,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-wildwood-heights-45l-5l-backpack/p/702754317_black?
Columbia,Unisex Omni-Shield Blackcomb Ridge 18L Backpack,"₹4,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-blackcomb-ridge-18l-backpack/p/702754326_black?
GUESS,Men Polyester Logo Printed Backpack,"₹7,986",,,,https://www.ajio.com/guess-men-polyester-logo-printed-backpack/p/702830073_beige?
Priority,Women College Backpack with Pouch - 40L,₹962,4.2,6,,https://www.ajio.com/priority-women-college-backpack-with-pouch---40l/p/701737333_black?
OZUKO,Men Travel Back Pack,"₹13,975",,,,https://www.ajio.com/ozuko-men-travel-back-pack/p/702094523_multi?
Royal Enfield,Men Everyday Backpack with Buckle Closure,"₹1,500",,,,https://www.ajio.com/royal-enfield-men-everyday-backpack-with-buckle-closure/p/702085310_black?
MOKOBARA,Water-Resistant Material Everyday Back Pack,"₹8,000",,,,https://www.ajio.com/mokobara-water-resistant-material-everyday-back-pack/p/702117798_brown?
Decathlon,Oxelo - Unisex BP100 Abrasion Resistant Skating Backpack 20L,"₹2,899",,,,https://www.ajio.com/decathlon-oxelo--unisex-bp100-abrasion-resistant-skating-backpack-20l/p/702484897_green?
SUPERDRY,Reina Kinsei Backpack,"₹4,199",,,,https://www.ajio.com/superdry-reina-kinsei-backpack/p/410436114_18e?
GAUGE MACHINE,Unisex 16 inch Genuine Leather Laptop Bag with Adjustable Strap,"₹3,500",,,,https://www.ajio.com/gauge-machine-unisex-16-inch-genuine-leather-laptop-bag-with-adjustable-strap/p/702579170_blue?
hoi polloi,Men Laptop Backpack,"₹4,199",,,,https://www.ajio.com/hoi-polloi-men-laptop-backpack/p/702601931_blue?
TOMMY HILFIGER,Unisex Laptop Backpack,"₹7,902",,,,https://www.ajio.com/tommy-hilfiger-unisex-laptop-backpack-/p/702600730_black?
F-GEAR,Men Printed Backpack with Padded Shoulder Straps,₹902,,,,https://www.ajio.com/f-gear-men-printed-backpack-with-padded-shoulder-straps/p/701989769_blue?
Columbia,Unisex Omni-Shield Triple Canyon 24L Backpack,"₹7,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-triple-canyon-24l-backpack/p/701995929_blue?
F-GEAR,Men Laptop Back Pack,"₹2,015",,,,https://www.ajio.com/f-gear-men-laptop-back-pack/p/702002061_navy?
Decathlon,CORENGTH - Men Printed Rucksack with Adjustable Strap,"₹6,199",,,,https://www.ajio.com/decathlon-corength--men-printed-rucksack-with-adjustable-strap/p/702483394_black?
Decathlon,FORCLAZ - Men Typographic Print Rucksack with Adjustable Straps,"₹12,199",,,,https://www.ajio.com/decathlon-forclaz--men-typographic-print-rucksack-with-adjustable-straps/p/702478344_green?
Decathlon,SOLOGNAC - Men Typographic Print Rucksack with Adjustable Straps,"₹15,199",,,,https://www.ajio.com/decathlon-solognac--men-typographic-print-rucksack-with-adjustable-straps/p/702478296_green?
Decathlon,Simond - Unisex 500 Extend Water Repellent Trekking Duffle Bag 80L-120L,"₹6,199",,,,https://www.ajio.com/decathlon-simond--unisex-500-extend-water-repellent-trekking-duffle-bag-80l-120l/p/702478285_grey?
Skybags,Unisex Elevate 17 Inch Compatible Laptop Backpack with USB Charging Port - 24L,"₹3,125",,,,https://www.ajio.com/skybags-unisex-elevate-17-inch-compatible-laptop-backpack-with-usb-charging-port--24l/p/4947748920_multi?
SUPERDRY,Aviator Laptop Backpack,"₹6,599",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260514/cggP/6a055a62fcb5bb61d2c13461/superdry_orange_aviator_laptop_backpack.jpg,https://www.ajio.com/superdry-aviator-laptop-backpack/p/410436116_03m?
ARMANI EXCHANGE,Colourblock Eco-Friendly Backpack with Zip Closure,"₹9,000",3.8,5,https://assets-jiocdn.ajio.com/medias/sys_master/root/20220909/VSCo/631a580caeb269dbb37c59ba/armani_exchange_brown_%26_olive_colourblock_eco-friendly_backpack_with_zip_closure.jpg,https://www.ajio.com/armani-exchange-colourblock-eco-friendly-backpack-with-zip-closure/p/410327128_01089?
Leather World,Typographic Print Rucksack,₹850,4.1,68,,https://www.ajio.com/leather-world-typographic-print-rucksack-/p/462421213_multi?
Skybags,Unisex Basecamp 17 Inch Compatible Laptop Backpack With Rain Cover - 40L,"₹2,500",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260608/lnI1/6a269d3c14d0c217192cfb96/skybags_multi_unisex_basecamp_17_inch_compatible_laptop_backpack_with_rain_cover_-_40l.jpg,https://www.ajio.com/skybags-unisex-basecamp-17-inch-compatible-laptop-backpack-with-rain-cover--40l/p/4947748890_multi?
Skybags,Men Caption America Print Backpack,₹999,3.6,13,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240527/UJyb/665448e016fd2c6e6a2a5f13/skybags_multicoloured_men_caption_america_print_backpack.jpg,https://www.ajio.com/skybags-men-caption-america-print-backpack/p/4938295640_multi?
La Martina,"Men Leather 15"" Laptop Backpack","₹9,099",,,,https://www.ajio.com/la-martina-men-leather-15-laptop-backpack/p/410538669_bk?
French Accent,Men Leather Backpack with Adjustable Strap,"₹3,625",3.4,5,,https://www.ajio.com/french-accent-men-leather-backpack-with-adjustable-strap-/p/466495250_black?
TOMMY HILFIGER,Floral Backpack with Mesh Pockets,"₹1,799",,,,https://www.ajio.com/tommy-hilfiger-floral-backpack-with-mesh-pockets/p/460737608_blue?
Wildcraft,Men Geometric Print Water-Repellent Backpack,"₹1,439",4.5,6,,https://www.ajio.com/wildcraft-men-geometric-print-water-repellent-backpack/p/451019339_red?
POLICE,Virgo 15'' Laptop Backpack with Adjustable Straps,"₹2,999",2.8,5,,https://www.ajio.com/police-virgo-15--laptop-backpack-with-adjustable-straps/p/466016119_black?
F-GEAR,Men Printed Backpack with Adjustable Straps,"₹1,104",,,,https://www.ajio.com/f-gear-men-printed-backpack-with-adjustable-straps/p/469736505_orange?
Wildcraft,Men Laptop Back Pack,"₹2,142",2.3,3,,https://www.ajio.com/wildcraft-men-laptop-back-pack/p/701324907_blue?
Nasher Miles,Williamsburg Laptop Backpack - 35 L,"₹6,999",,,,https://www.ajio.com/nasher-miles-williamsburg-laptop-backpack--35-l/p/701326083_black?
Wildcraft,Unisex Laptop Back Pack,"₹3,099",,,,https://www.ajio.com/wildcraft-unisex-laptop-back-pack/p/701336363_black?
Wildcraft,Unisex Everyday Back Pack,"₹1,866",3.5,2,,https://www.ajio.com/wildcraft-unisex-everyday-back-pack/p/701324141_grey?
Wildcraft,Unisex Backpack with Adjustable Straps,"₹1,631",4,3,,https://www.ajio.com/wildcraft-unisex-backpack-with-adjustable-straps/p/701336372_red?
Nasher Miles,Williamsburg Laptop Backpack - 35 L,"₹6,999",,,,https://www.ajio.com/nasher-miles-williamsburg-laptop-backpack--35-l/p/701326084_blue?
Nasher Miles,Staten Laptop Backpack with USB Charging - 22 L,"₹2,499",3,2,,https://www.ajio.com/nasher-miles-staten-laptop-backpack-with-usb-charging--22-l/p/701345154_grey?
UNITED COLORS OF BENETTON,Men Laptop Backpack with Zip Closure,"₹2,474",4.9,8,,https://www.ajio.com/united-colors-of-benetton-men-laptop-backpack-with-zip-closure-/p/702214622_brown?
Decathlon,Unisex Khaki Water Repellent Travel Backpack,"₹2,549",,,,https://www.ajio.com/decathlon-unisex-khaki-water-repellent-travel-backpack/p/702221605_blue?
Decathlon,Artengo - Unisex Multiple Compartments Tennis Backpack 24 L,"₹2,869",,,,https://www.ajio.com/decathlon-artengo--unisex-multiple-compartments-tennis-backpack-24-l/p/702221636_black?
UNITED COLORS OF BENETTON,Men Everyday Padded Backpack,"₹2,699",3.6,5,,https://www.ajio.com/united-colors-of-benetton-men-everyday-padded-backpack/p/702214705_green?
UNITED COLORS OF BENETTON,Men Laptop Backpack with Zip Closure,"₹2,699",3.6,5,,https://www.ajio.com/united-colors-of-benetton-men-laptop-backpack-with-zip-closure-/p/702214705_beige?
Decathlon,Quechua - Unisex Escape 500 Rolltop Abrasion Resistant Hiking Backpacks 16+4L,"₹3,179",,,,https://www.ajio.com/decathlon-quechua--unisex-escape-500-rolltop-abrasion-resistant-hiking-backpacks-16-4l/p/702221857_blue?
Wildcraft,Unisex Graphic Print Everyday Backpack with Adjustable Straps,"₹2,239",,,,https://www.ajio.com/wildcraft-unisex-graphic-print-everyday-backpack-with-adjustable-straps/p/4945751550_multi?
