Brand,Product Name,Price,Rating,Reviews,Image URL,Product Link
Lino Perros,Men Harvard Milo Everyday Backpack,"₹2,178",5,4,,https://www.ajio.com/lino-perros-men-harvard-milo-everyday-backpack/p/469768450_olive?
TOMMY HILFIGER,"14"" Backpack with Adjustable Straps","₹7,902",,,,https://www.ajio.com/tommy-hilfiger-14-backpack-with-adjustable-straps/p/443547514_oliveblack?
TOMMY HILFIGER,Unisex Printed Backpack,"₹5,595",,,,https://www.ajio.com/tommy-hilfiger-unisex-printed-backpack/p/703001114_black?
MOKOBARA,The Unisex Multipurpose Briefcase,"₹5,999",3.9,10,,https://www.ajio.com/mokobara-the-unisex-multipurpose-briefcase/p/467076413_blue?
Decathlon,Quechua - Unisex Travel 500 Organiser Carrying Comfort Hiking Backpack 30 L,"₹5,199",,,,https://www.ajio.com/decathlon-quechua--unisex-travel-500-organiser-carrying-comfort-hiking-backpack-30-l/p/703202677_beige?
TOMMY HILFIGER,Unisex Genuine Leather Everyday Backpack,"₹8,467",5,2,,https://www.ajio.com/tommy-hilfiger-unisex-genuine-leather-everyday-backpack/p/4933746870_multi?
Wildcraft,Men Everyday Back Pack,"₹1,562",,,,https://www.ajio.com/wildcraft-men-everyday-back-pack/p/701365718_grey?
ALDO,Men Backpack with Adjustable Shoulder Strap,"₹7,199",,,,https://www.ajio.com/aldo-men-backpack-with-adjustable-shoulder-strap/p/701139367_black?
Columbia,Unisex Omni-Shield Convey III 27L Backpack,"₹6,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-convey-iii-27l-backpack/p/701988071_black?
POLICE,Patterned Breathable Laptop Bag,"₹1,215",,,,https://www.ajio.com/police-patterned-breathable-laptop-bag/p/703529024_brown?
FUR JADEN,Men Smart Tech 15.6 Inch Structured Laptop Bag with Dual USB Charging Port,"₹1,299",,,,https://www.ajio.com/fur-jaden-men-smart-tech-15-6-inch-structured-laptop-bag-with-dual-usb-charging-port/p/702606615_tan?
PROVOGUE,Men Colourblock Backpack with Adjustable Strap,"₹1,225",,,,https://www.ajio.com/provogue-men-colourblock-backpack-with-adjustable-strap/p/703172323_green?
Wildcraft,Unisex Laptop Back Pack,"₹2,260",3.6,13,,https://www.ajio.com/wildcraft-unisex-laptop-back-pack/p/701324879_black?
F-GEAR,Men Floyd Backpack with Adjustable Straps,₹780,,,,https://www.ajio.com/f-gear-men-floyd-backpack-with-adjustable-straps/p/469736534_black?
MOKOBARA,Water-Resistant Material Everyday Back Pack,"₹8,000",,,,https://www.ajio.com/mokobara-water-resistant-material-everyday-back-pack/p/702117798_black?
MOKOBARA,The Hovercraft Multipurpose Laptop Backpack,"₹6,999",5,4,,https://www.ajio.com/mokobara-the-hovercraft-multipurpose-laptop-backpack/p/467076421_red?
The Souled Store,TSS Originals Musafir|The Souled Store - Men Graphic Print Backpack with Adjustable Strap,"₹1,819",,,,https://www.ajio.com/the-souled-store-tss-originals-musafir-the-souled-store--men-graphic-print-backpack-with-adjustable-strap/p/703081865_multi?
MOKOBARA,Water-Resistant Material Everyday Back Pack,"₹4,299",4.5,17,,https://www.ajio.com/mokobara-water-resistant-material-everyday-back-pack/p/702117801_grey?
Puma,BMW M Motorsport Pro Backpack,"₹2,820",3.8,9,,https://www.ajio.com/puma-bmw-m-motorsport-pro-backpack/p/701417184_black?
TOMMY HILFIGER,"15"" Laptop Backpack with Adjustable Straps","₹2,959",4.5,11,,https://www.ajio.com/tommy-hilfiger-15-laptop-backpack-with-adjustable-straps/p/469267834_black?
EA7 Emporio Armani,Logo Series Backpack,"₹19,600",,,,https://www.ajio.com/ea7-emporio-armani-logo-series-backpack/p/410564907_uc001?
French Accent,Men Laptop Back Pack with Zip-Closure,"₹2,949",,,,https://www.ajio.com/french-accent-men-laptop-back-pack-with-zip-closure/p/700353166_black?
NIKE,Heritage Brand Print Backpack,"₹2,895",,,,https://www.ajio.com/nike-heritage-brand-print-backpack/p/469816634_armygreen?
Priority,Women Star Printed Casual College Backpack - 42L,₹594,4.2,210,,https://www.ajio.com/priority-women-star-printed-casual-college-backpack---42l/p/700699588_green?
ZIPLINE,Colourblock Back Pack with Zip-Closure,₹950,1.6,10,,https://www.ajio.com/zipline-colourblock-back-pack-with-zip-closure/p/466925826_beige?
ZIPLINE,Colourblock Backpack with Adjustable Straps,₹950,,,,https://www.ajio.com/zipline-colourblock-backpack-with-adjustable-straps/p/466937134_black?
Lino Perros,Men Colourblock Backpack,"₹2,239",5,3,,https://www.ajio.com/lino-perros-men-colourblock-backpack/p/469751365_grey?
MOKOBARA,Men Backpack with Zip Closure,"₹5,799",4.3,17,,https://www.ajio.com/mokobara-men-backpack-with-zip-closure/p/701416899_blue?
Wildcraft,Unisex Backpack with Logo Embroidery,"₹2,499",3.8,6,,https://www.ajio.com/wildcraft-unisex-backpack-with-logo-embroidery/p/4929137180_multi?
Puma,Men Logo Print Backpack,"₹1,250",,,,https://www.ajio.com/puma-men-logo-print-backpack/p/469452875_black?
SUPERDRY,Reina Kinsei Backpack,"₹4,199",,,,https://www.ajio.com/superdry-reina-kinsei-backpack/p/410436114_31o?
Decathlon,Kipsta - Unisex Multiple Compartments Football Backpack Bag 24L,₹999,,,,https://www.ajio.com/decathlon-kipsta--unisex-multiple-compartments-football-backpack-bag-24l/p/702221579_blue?
Wildcraft,Men Laptop Back Pack,"₹2,185",3.5,2,,https://www.ajio.com/wildcraft-men-laptop-back-pack/p/701324918_grey?
Columbia,Unisex Buxton 26L Backpack,"₹4,999",,,,https://www.ajio.com/columbia-unisex-buxton-26l-backpack/p/702754298_black?
UNITED COLORS OF BENETTON,Men Typographic Print Everyday Backpack,"₹2,249",,,,https://www.ajio.com/united-colors-of-benetton-men-typographic-print-everyday-backpack/p/702940882_beige?
Puma,Ferrari Lifestyle HD Print Spacious Backpack,"₹4,230",4.3,7,,https://www.ajio.com/puma-ferrari-lifestyle-hd-print-spacious-backpack/p/701965371_black?
FUR JADEN,Backpack with Adjustable Shoulder Strap,"₹2,499",4.3,188,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260401/iJFm/69cd435e9e784a25d5b0112b/fur_jaden_brown_backpack_with_adjustable_shoulder_strap.jpg,https://www.ajio.com/fur-jaden-backpack-with-adjustable-shoulder-strap/p/466263547_brown?
Puma,"17"" Laptop Backpack with Logo Embossed","₹4,199",2.6,5,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230330/Pwny/6425a666907deb497abd650d/puma_black_17%22_laptop_backpack_with_logo_embossed.jpg,https://www.ajio.com/puma-17-laptop-backpack-with-logo-embossed/p/469452902_black?
Wiki,Men Printed Crossbody Bag with Adjustable Strap,"₹1,184",,,,https://www.ajio.com/wiki-men-printed-crossbody-bag-with-adjustable-strap/p/701320141_blue?
Pazzo,Alto 40L Casual Backpack,₹849,3.5,73,https://assets-jiocdn.ajio.com/medias/sys_master/root/20220413/KP0p/6256e5f0f997dd03e25afe3b/pazzo_grey_alto_40l_casual_backpack.jpg,https://www.ajio.com/pazzo-alto-40l-casual-backpack/p/469183429_grey?
Priority,Unisex Printed College Backpack - 38L,₹432,3.9,59,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241024/KQfF/671a78c5260f9c41e89b13ae/priority_dark_grey_unisex_printed_college_backpack_-_38l.jpg,https://www.ajio.com/priority-unisex-printed-college-backpack--38l/p/700643993_grey?
Priority,"Unisex 19"" Laptop Backpack with Trolley Sleeve",₹960,4.5,34,,https://www.ajio.com/priority-unisex-19-laptop-backpack-with-trolley-sleeve/p/469810651_darkgrey?
SAFARI,Men Duplex 32L School Bag,"₹1,400",,,,https://www.ajio.com/safari-men-duplex-32l-school-bag/p/703347209_black?
Wildcraft,Unisex Backpack with Adjustable Straps,"₹1,616",4,3,,https://www.ajio.com/wildcraft-unisex-backpack-with-adjustable-straps/p/701336372_black?
SUPERDRY,Spector Laptop Backpack,"₹5,999",,,,https://www.ajio.com/superdry-spector-laptop-backpack/p/410436120_05q?
FUR JADEN,Back Pack with Adjustable Strap,₹699,3.9,63,,https://www.ajio.com/fur-jaden-back-pack-with-adjustable-strap-/p/466268446_blue?
YOUSTA,Men Laptop Backpack,₹599,,,,https://www.ajio.com/yousta-men-laptop-backpack/p/443701297_navy?
POLICE,Patterned Laptop Bag,₹539,,,,https://www.ajio.com/police-patterned-laptop-bag/p/703528859_navy?
Priority,Unisex College Backpack with Raincover - 38L,₹432,3.7,202,,https://www.ajio.com/priority-unisex-college-backpack-with-raincover--38l/p/700643987_blue?
NIKE,Brasilia Logo Print Backpack,"₹3,895",,,,https://www.ajio.com/nike-brasilia-logo-print-backpack/p/469814276_black?
MOKOBARA,Men Water-Resistant Fabric Everyday Back Pack,"₹4,799",4,3,,https://www.ajio.com/mokobara-men-water-resistant-fabric-everyday-back-pack/p/702179799_blue?
Puma,Colorblock School Backpack,"₹1,749",,,,https://www.ajio.com/puma-colorblock-school-backpack/p/467099133_blue?
Skybags,"Unisex Thala CSK 16.5"" Compatible Laptop Backpack with USB Port & Rain Cover-24L","₹2,205",2.5,2,,https://www.ajio.com/skybags-unisex-thala-csk-16-5-compatible-laptop-backpack-with-usb-port--rain-cover-24l/p/4947749280_multi?
Decathlon,Quechua - Unisex Arpenaz 100 Abrasion Resistant Hiking Backpacks 27L,"₹1,969",,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-100-abrasion-resistant-hiking-backpacks-27l/p/703114790_olive?
ASICS,Men Shoulder Pouch Bag,₹736,,,,https://www.ajio.com/asics-men-shoulder-pouch-bag/p/702139681_blue?
AMERICAN TOURISTER,Men Herd 3.0 Backpack,"₹2,160",,,,https://www.ajio.com/american-tourister-men-herd-3-0-backpack/p/442171751_blue?
UMAI,Men Laptop Back Pack,"₹2,779",,,,https://www.ajio.com/umai-men-laptop-back-pack/p/700699059_purple?
Reebok,Solid Backpacks Bags,"₹1,250",,,,https://www.ajio.com/reebok-solid-backpacks-bags/p/469286476_yellow?
Nasher Miles,Printed Backpack with Adjustable Straps,"₹1,299",,,,https://www.ajio.com/nasher-miles-printed-backpack-with-adjustable-straps/p/466580726_red?
Lunar's,Heritage Geometric Print Backpack,₹799,3.6,121,,https://www.ajio.com/lunar-s-heritage-geometric-print-backpack/p/469183497_grey?
MOKOBARA,P Men Laptop Back Pack,"₹7,999",4.5,6,,https://www.ajio.com/mokobara-p-men-laptop-back-pack/p/701365752_blue?
TOMMY HILFIGER,"15"" Checked Laptop Backpack with Zip Pocket","₹1,565",,,,https://www.ajio.com/tommy-hilfiger-15-checked-laptop-backpack-with-zip-pocket/p/460612630_navy?
Wildcraft,Unisex Backpack with Multiple Compartments,"₹2,499",4.2,6,,https://www.ajio.com/wildcraft-unisex-backpack-with-multiple-compartments/p/701286977_black?
POLICE,Laptop Backpack with Utility Pocket & Bottle Holder,₹539,,,,https://www.ajio.com/police-laptop-backpack-with-utility-pocket--bottle-holder-/p/703525918_black?
Priority,Unisex College Backpack with Raincover - 36L,₹540,3.1,60,,https://www.ajio.com/priority-unisex-college-backpack-with-raincover--36l/p/701551438_grey?
MOKOBARA,Colourblock Backpack with Adjustable Straps,"₹8,999",4.4,20,,https://www.ajio.com/mokobara-colourblock-backpack-with-adjustable-straps/p/701113575_grey?
Skybags,Unisex Fuse 15.6 Inch Compatible Laptop Backpack with 2 Compartments - 18L,"₹1,625",,,,https://www.ajio.com/skybags-unisex-fuse-15-6-inch-compatible-laptop-backpack-with-2-compartments--18l/p/4947749040_multi?
TOMMY HILFIGER,15'' Laptop Backpack with Adjustable Straps,"₹2,274",4.4,80,,https://www.ajio.com/tommy-hilfiger-15--laptop-backpack-with-adjustable-straps/p/460612697_black?
MOKOBARA,Men Back Pack with Top-Handle & Size Zip-Pockets,"₹6,999",4.2,11,,https://www.ajio.com/mokobara-men-back-pack-with-top-handle--size-zip-pockets/p/702548186_black?
MAX,Men Typographic Print Gym Bag,"₹1,099",4,6,,https://www.ajio.com/max-men-typographic-print-gym-bag/p/700252744_black?
Puma,School Backpack,₹760,3.7,35,,https://www.ajio.com/puma-school-backpack/p/466239099_blue?
ARMANI EXCHANGE,Men Digital Desert Milano Edition Backpack,"₹10,000",,,,https://www.ajio.com/armani-exchange-men-digital-desert-milano-edition-backpack/p/410475789_10739?
ARMANI EXCHANGE,Cedric Backpack with Brand Print,"₹13,799",,,,https://www.ajio.com/armani-exchange-cedric-backpack-with-brand-print/p/410533221_mc105?
The Souled Store,Batman Gotham Gear|DC Comics™ - Men Batman Backpack,"₹3,919",,,,https://www.ajio.com/the-souled-store-batman-gotham-gear-dc-comics--men-batman-backpack/p/701960415_black?
MOKOBARA,The Kaleido Unisex Multipurpose Backpack,"₹4,799",4.3,63,,https://www.ajio.com/mokobara-the-kaleido-unisex-multipurpose-backpack/p/467060647_black?
Priority,Men College Backpack with Front Pocket - 30L,₹384,3.6,112,,https://www.ajio.com/priority-men-college-backpack-with-front-pocket---30l/p/700519744_blue?
Wildcraft,Unisex Patterned Blaze 35 Backpack,"₹1,274",3.4,7,,https://www.ajio.com/wildcraft-unisex-patterned-blaze-35-backpack/p/4928673280_multi?
The Vertical,Men Logo Print Everyday Back Pack,₹800,1.5,2,,https://www.ajio.com/the-vertical-men-logo-print-everyday-back-pack-/p/466942414_black?
NIKE,Brand Embroidered Heritage Backpack,"₹2,495",,,,https://www.ajio.com/nike-brand-embroidered-heritage-backpack/p/469814274_green?
Decathlon,Quechua - Unisex Arpenaz 100 Abrasion Resistant Hiking Backpacks 20L,"₹1,399",,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-100-abrasion-resistant-hiking-backpacks-20l/p/703114772_mustard?
BAD HABIT,Men Back Pack with Adjustable Shoulder Strap,"₹1,000",3,6,,https://www.ajio.com/bad-habit-men-back-pack-with-adjustable-shoulder-strap/p/701362433_black?
NIKE,Sportswear Commute Backpack,"₹5,495",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260406/19QP/69d3f25f9e784a25d5c29ca2/nike_blue_sportswear_commute_backpack.jpg,https://www.ajio.com/nike-sportswear-commute-backpack/p/469814269_blue?
Priority,Men Camouflage College Backpack with Raincover - 39L,₹680,3.7,50,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250508/9Xhc/681c072c7a6cd4182f1c997d/priority_navy_blue_men_camouflage_college_backpack_with_raincover_-___39l.jpg,https://www.ajio.com/priority-men-camouflage-college-backpack-with-raincover---39l/p/701551432_navy?
Priority,Men Printed College Backpack with Raincover - 38L,₹432,3.8,124,,https://www.ajio.com/priority-men-printed-college-backpack-with-raincover---38l/p/700644023_navy?
NIKE,Logo Print Everyday Backpack,"₹1,951",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260320/mKcC/69bce39d5bc52e77e0f16bf1/nike_blue_logo_print_everyday_backpack.jpg,https://www.ajio.com/nike-logo-print-everyday-backpack/p/469813287_blue?
POLICE,Colourblock Water-Resistant Backpack,₹959,,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260511/ptjD/6a01ca5e14d0c21719d30132/police_navy_blue_%26_black_colourblock_water-resistant_backpack.jpg,https://www.ajio.com/police-colourblock-water-resistant-backpack/p/703433697_navy?
Puma,PUMA Maze Everyday Backpack,"₹1,035",4.1,41,,https://www.ajio.com/puma-puma-maze-everyday-backpack/p/469694233_blue?
F-GEAR,Men Floyd Backpack with Adjustable Straps,₹780,4,2,,https://www.ajio.com/f-gear-men-floyd-backpack-with-adjustable-straps/p/469736535_navyblue?
Puma,PUMA Phase Colorblock Everyday Backpack,₹989,4.3,18,,https://www.ajio.com/puma-puma-phase-colorblock-everyday-backpack/p/469759974_blue?
Decathlon,Forclaz - Unisex Forclaz Compact Design Travel Backpack 20L,₹999,,,,https://www.ajio.com/decathlon-forclaz--unisex-forclaz-compact-design-travel-backpack-20l/p/702221602_black?
SUPERDRY,Men Classic Patch Montana Printed Backpack,"₹2,700",4.3,68,,https://www.ajio.com/superdry-men-classic-patch-montana-printed-backpack/p/410479977_hte?
Decathlon,Tarmak - Unisex NBA Los Angeles Lakers Robustness Basketball Backpack 25 L,"₹2,199",,,,https://www.ajio.com/decathlon-tarmak--unisex-nba-los-angeles-lakers-robustness-basketball-backpack-25-l/p/702221663_black?
KOSHER,Men Graphic Print Laptop Backpack,₹592,,,,https://www.ajio.com/kosher-men-graphic-print-laptop-backpack-/p/702055240_black?
Puma,PUMA Accelerate Everyday Backpack,"₹1,999",3.7,9,,https://www.ajio.com/puma-puma-accelerate-everyday-backpack/p/469694232_brown?
Puma,Archive KING Backpack 28L,"₹2,400",4.3,10,,https://www.ajio.com/puma-archive-king-backpack-28l/p/701965489_black?
BEWAKOOF,Men Typographic Print Backpack with Adjustable Shoulder Straps,₹899,5,2,,https://www.ajio.com/bewakoof-men-typographic-print-backpack-with-adjustable-shoulder-straps/p/702592653_black?
Puma,Graphic School Backpack,"₹1,250",,,,https://www.ajio.com/puma-graphic-school-backpack/p/467099135_black?
Pazzo,Travel Bag with Adjustable Strap,"₹1,200",3.4,9,,https://www.ajio.com/pazzo-travel-bag-with-adjustable-strap/p/469183534_blue?
Puma,Men Printed Backpack with Adjustable Straps,₹994,5,3,,https://www.ajio.com/puma-men-printed-backpack-with-adjustable-straps/p/469591206_red?
Priority,Men Mototrcycle Printed College Backpack - 31L,₹425,3,5,,https://www.ajio.com/priority-men-mototrcycle-printed-college-backpack---31l/p/701737440_grey?
Puma,Unisex Phase Brand Print Backpack,"₹1,473",5,3,,https://www.ajio.com/puma-unisex-phase-brand-print-backpack/p/469755486_grey?
Reebok,Men Everyday Back Pack,"₹1,250",,,,https://www.ajio.com/reebok-men-everyday-back-pack/p/702060510_blue?
Decathlon,Quechua - Unisex Arpenaz 100 Abrasion Resistant Hiking Backpacks 10L,₹699,,,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-100-abrasion-resistant-hiking-backpacks-10l/p/703114777_olive?
Puma,Phase Tape Everyday Backpack,"₹1,999",4.4,18,,https://www.ajio.com/puma-phase-tape-everyday-backpack/p/469759973_blue?
YOUSTA,Men Laptop Backpack,₹899,,,,https://www.ajio.com/yousta-men-laptop-backpack/p/443701298_black?
BEWAKOOF,Men Typographic Print Backpack,₹359,4.7,3,,https://www.ajio.com/bewakoof-men-typographic-print-backpack/p/702739460_black?
Puma,Fast Trac Backpack,"₹4,999",3.9,23,,https://www.ajio.com/puma-fast-trac-backpack/p/702045297_black?
Puma,S Everyday Backpack with Adjustable Strap,"₹1,354",4.3,4,,https://www.ajio.com/puma-s-everyday-backpack-with-adjustable-strap/p/469759982_blue?
Puma,Men Logo Print Backpack,"₹1,136",,,,https://www.ajio.com/puma-men-logo-print-backpack/p/469610184_pink?
Wildcraft,Unisex Printed Backpack with Adjustable Straps,"₹1,649",,,,https://www.ajio.com/wildcraft-unisex-printed-backpack-with-adjustable-straps/p/4945741810_multi?
Priority,Men Mototrcycle Printed College Backpack - 31L,₹425,3,5,,https://www.ajio.com/priority-men-mototrcycle-printed-college-backpack---31l/p/701737440_black?
NETPLAY,Men Laptop Backpack with Adjustable Straps,₹600,4.2,184,,https://www.ajio.com/netplay-men-laptop-backpack-with-adjustable-straps/p/442950766_navy?
Puma,Convertible Handheld 2-Way Carry Backpack,"₹1,120",4.3,8,,https://www.ajio.com/puma-convertible-handheld-2-way-carry-backpack/p/702588393_black?
ZIPLINE,Graphic Print Everyday Backpack,₹855,2.9,15,,https://www.ajio.com/zipline-graphic-print-everyday-backpack/p/463937805_red?
Pazzo,Men Colourblock Backpack with Adjustable Straps,₹336,4.5,4,,https://www.ajio.com/pazzo-men-colourblock-backpack-with-adjustable-straps/p/466885066_grey?
Priority,Men Mototrcycle Printed College Backpack - 31L,₹425,3,5,,https://www.ajio.com/priority-men-mototrcycle-printed-college-backpack---31l/p/701737440_navy?
Puma,PUMA Adventure Travel Backpack,"₹2,799",3.6,9,,https://www.ajio.com/puma-puma-adventure-travel-backpack/p/469694225_grey?
Priority,Unisex Printed College Backpack with Raincover - 38L,₹432,3.9,336,,https://www.ajio.com/priority-unisex-printed-college-backpack-with-raincover--38l/p/700644026_navy?
Decathlon,Quechua - Unisex Arpenaz 100 Abrasion Resistant Hiking Backpack 10 L,₹699,3.4,5,,https://www.ajio.com/decathlon-quechua--unisex-arpenaz-100-abrasion-resistant-hiking-backpack-10-l/p/703114787_multi?
Priority,Unisex Printed College Backpack with Raincover - 38L,₹432,3.9,53,,https://www.ajio.com/priority-unisex-printed-college-backpack-with-raincover--38l/p/700643977_grey?
Wildcraft,Men Backpack with Multiple Compartments,"₹1,249",3.5,6,,https://www.ajio.com/wildcraft-men-backpack-with-multiple-compartments/p/701286998_multi?
Puma,Camouflage Print Everyday Backpack,"₹2,499",3.1,9,,https://www.ajio.com/puma-camouflage-print-everyday-backpack/p/469452878_green?
BAD HABIT,Textured Backpack with Adjustable Shoulder Straps,₹700,2.4,9,,https://www.ajio.com/bad-habit-textured-backpack-with-adjustable-shoulder-straps/p/460143415_black?
NETPLAY,Men Casual Crossbody Bag,₹400,3.9,10,,https://www.ajio.com/netplay-men-casual-crossbody-bag/p/443700763_brown?
Priority,Unisex College Backpack with Raincover - 38L,₹464,3.6,160,,https://www.ajio.com/priority-unisex-college-backpack-with-raincover--38l/p/700643987_black?
NETPLAY,Men Backpack with Adjustable Strap,₹420,4.1,39,,https://www.ajio.com/netplay-men-backpack-with-adjustable-strap/p/442691635_olive?
VENEER,Men Back Pack with Adjustable Strap,"₹1,053",3.1,17,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240229/32UK/65e0879f05ac7d77bb8951e1/veneer_black_men_back_pack_with_adjustable_strap.jpg,https://www.ajio.com/veneer-men-back-pack-with-adjustable-strap/p/467123021_black?
Priority,Unisex Printed College Backpack - 38L,₹432,3.7,10,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241026/80LU/671cefe6f9b8ef490be4e0df/priority_arctic_blue_unisex_printed_college_backpack_-_38l.jpg,https://www.ajio.com/priority-unisex-printed-college-backpack--38l/p/700644037_blue?
Tatonka,Checked Norix Trekking Backpack,"₹16,790",,,,https://www.ajio.com/tatonka-checked-norix-trekking-backpack/p/466861701_olive?
PERFORMAX,Men Logo Print Backpack,₹250,4,92,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240124/2Ejn/65b0f72e8cdf1e0df5cbe681/performax_navy_blue_men_logo_print_backpack.jpg,https://www.ajio.com/performax-men-logo-print-backpack/p/450156508_navy?
DIESEL,Embroidered Tech-D Backpack,"₹18,000",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250806/5zoN/68933e903d468c61ab50e810/diesel_black_embroidered_tech-d_backpack.jpg,https://www.ajio.com/diesel-embroidered-tech-d-backpack/p/410519993_t8013?
Priority,Men Everyday Use Back Pack,₹419,4.2,125,,https://www.ajio.com/priority-men-everyday-use-back-pack/p/700582663_grey?
Deuter,Men Typographic Print Backpack with Zip Closure,"₹6,999",1.5,2,,https://www.ajio.com/deuter-men-typographic-print-backpack-with-zip-closure/p/467123872_yellow?
The Souled Store,Demon Slayer Tanjiro's Gear|Demon slayer - Men Colourblocked Backpack with Adjustable Straps,"₹2,919",,,,https://www.ajio.com/the-souled-store-demon-slayer-tanjiro-s-gear-demon-slayer--men-colourblocked-backpack-with-adjustable-straps/p/703284961_black?
Wildcraft,Unisex Backpack with Logo Embroidered,"₹1,699",3.8,6,,https://www.ajio.com/wildcraft-unisex-backpack-with-logo-embroidered/p/4929137150_multi?
The Souled Store,Harry Potter Slytherin|Harry Potter™ - Men Harry Potter Backpack,"₹3,779",,,,https://www.ajio.com/the-souled-store-harry-potter-slytherin-harry-potter--men-harry-potter-backpack/p/701960423_green?
Columbia,Unisex Omni-Shield Wildwood Heights 45L+5L Backpack,"₹13,999",,,,https://www.ajio.com/columbia-unisex-omni-shield-wildwood-heights-45l-5l-backpack/p/702754321_beige?
Wildcraft,Unisex Backpack with Adjustable Straps,"₹1,699",2.9,9,,https://www.ajio.com/wildcraft-unisex-backpack-with-adjustable-straps/p/4929137200_multi?
F-GEAR,Colourblock Rucksack with Padded Shoulder Straps,"₹3,780",3.7,23,,https://www.ajio.com/f-gear-colourblock-rucksack-with-padded-shoulder-straps/p/469001799_grey?
Decathlon,Quechua - Unisex MH100 Multiple Compartments Hiking Backpack - 35L,"₹3,949",,,,https://www.ajio.com/decathlon-quechua--unisex-mh100-multiple-compartments-hiking-backpack--35l/p/702221892_black?
Decathlon,Forclaz - Unisex Waterproof Travel Backpack 25L,"₹2,779",,,,https://www.ajio.com/decathlon-forclaz--unisex-waterproof-travel-backpack-25l/p/702221867_green?
Wildcraft,Unisex Backpack with Adjustable Straps,"₹1,999",,,,https://www.ajio.com/wildcraft-unisex-backpack-with-adjustable-straps/p/4929137250_multi?
ARMANI EXCHANGE,Ian 3D Logo Print Backpack,"₹20,999",,,,https://www.ajio.com/armani-exchange-ian-3d-logo-print-backpack/p/410560735_uc001?
FUR JADEN,Backpack with USB Charging Port,₹699,4,415,,https://www.ajio.com/fur-jaden-backpack-with-usb-charging-port/p/466263549_black?
Deuter,Backpack with Adjustable Shoulder Strap,"₹5,999",,,,https://www.ajio.com/deuter-backpack-with-adjustable-shoulder-strap/p/467109016_green?
DIESEL,Trompe Loeil Denim Backpack,"₹15,000",,,,https://www.ajio.com/diesel-trompe-loeil-denim-backpack/p/410532749_hb014?
BAD HABIT,Canvas Backpack with Badges,"₹1,050",1,6,,https://www.ajio.com/bad-habit-canvas-backpack-with-badges/p/460218350_navyblue?
SPRAYGROUND,Men Colour-block Back Pack,"₹9,650",,,,https://www.ajio.com/sprayground-men-colour-block-back-pack/p/701067482_black?
OZUKO,9388 Backpack with Adjustable Straps,"₹8,030",4,2,,https://www.ajio.com/ozuko-9388-backpack-with-adjustable-straps/p/469396697_green?
VIP,Unisex Urban Laptop Backpack with USB Port for Office Use - 25L+5L Expandable,"₹8,000",4.4,10,,https://www.ajio.com/vip-unisex-urban-laptop-backpack-with-usb-port-for-office-use--25l-5l-expandable/p/701880264_grey?
DIESEL,Destroyed Denim Backpack,"₹15,000",,,,https://www.ajio.com/diesel-destroyed-denim-backpack/p/410532748_hb013?
WALRUS,Men Everyday Padded Backpack,"₹2,354",4.5,2,,https://www.ajio.com/walrus-men-everyday-padded-backpack/p/700217963_grey?
CAT,Others Back Pack,"₹3,500",3.4,5,,https://www.ajio.com/cat-others-back-pack/p/466611901_black?
The Souled Store,Naruto Akatsuki Overnighter|Naruto - Men Applique Backpack with Adjustable Strap,"₹3,499",,,,https://www.ajio.com/the-souled-store-naruto-akatsuki-overnighter-naruto--men-applique-backpack-with-adjustable-strap/p/703082782_black?
Wildcraft,Men Laptop Back Pack,"₹1,509",3.9,14,,https://www.ajio.com/wildcraft-men-laptop-back-pack/p/701324913_navy?
Skybags,Laptop Backpack with Adjustable Straps,"₹4,400",3.7,107,,https://www.ajio.com/skybags-laptop-backpack-with-adjustable-straps/p/469200731_black?
The Souled Store,Punisher Tactical Gear|Marvel™ - Men Water-Resistant Travel Backpack,"₹3,409",3,2,,https://www.ajio.com/the-souled-store-punisher-tactical-gear-marvel--men-water-resistant-travel-backpack/p/703061188_black?
Wildcraft,Men Laptop Back Pack,"₹1,170",2.3,3,,https://www.ajio.com/wildcraft-men-laptop-back-pack/p/701324776_green?
The Souled Store,DC Vintage Pack|DC Comics™ - Men Comics Print Vintage Backpack,"₹1,999",,,,https://www.ajio.com/the-souled-store-dc-vintage-pack-dc-comics---men-comics-print-vintage-backpack/p/703112359_black?
SUPERDRY,Printed Montana Backpack,"₹2,606",4.4,77,,https://www.ajio.com/superdry-printed-montana-backpack/p/410479422_2hu?
ARISTOCRAT,Laptop Backpack with Adjustable Straps,"₹2,300",3.5,12,,https://www.ajio.com/aristocrat-laptop-backpack-with-adjustable-straps/p/4926499480_multi?
